Country,Code,Year,Month, Gross Domestic Product (GDP), Consumer Price Index (CPI), Money supply (broad money), Mortgage credit interest rate, Business credit interest rate, Unemployment rate , Household consumption, Investment, Economic growth quarterly , Current account balance, Exports, Consumption growth, Investment growth, Budget balance, Inflation monthly, Exchange rate to USD, Minimum wage, Purchasing Managers Index (PMI) composite, Purchasing Managers Index (PMI) manufacturing, Purchasing Managers Index (PMI) services
Brazil, BRA, 2014, 3, 1385.94, 3898.38, 2004.77, 9.71, 16.51, 7.2, 873.85, 287.34, 3.47, -7536, 20646.93, 12.36, 11.97, -13718.85, 0.92, 2.3263, 724, , , 
Brazil, BRA, 2014, 4, , 3924.5, 2018.41, 9.11, 16.64, 7.1, , , , -8168, 22770.19, , , -4737.42, 0.67, 2.2331, 724, , , 
Brazil, BRA, 2014, 5, , 3942.55, 2037.58, 9.48, 16.79, 7, , , , -6648, 23951.02, , , -34941.43, 0.46, 2.2222, 724, , , 
Brazil, BRA, 2014, 6, 1422.29, 3958.32, 2061.09, 9.18, 16.38, 6.8, 888.41, 282.36, -0.44, -4723, 23825.1, 10.23, 1.01, -22774.86, 0.4, 2.2338, 724, , , 
Brazil, BRA, 2014, 7, , 3958.72, 2068.94, 9.64, 16.64, 6.9, , , , -10317, 26891.67, , , -33633.22, 0.01, 2.2253, 724, , , 
Brazil, BRA, 2014, 8, , 3968.62, 2087.37, 9.54, 16.42, 6.9, , , , -5998, 23737.11, , , -32524.13, 0.25, 2.2677, 724, , , 
Brazil, BRA, 2014, 9, 1462.13, 3991.24, 2110.06, 9.4, 16.46, 6.8, 912.05, 289.66, -0.64, -8016, 22847.55, 9.47, -0.59, -69760.27, 0.57, 2.3383, 724, , , 
Brazil, BRA, 2014, 10, , 4008, 2121.34, 9.4, 16.65, 6.6, , , , -9305.37, 21389.98, , , -19980.09, 0.42, 2.4489, 724, , , 
Brazil, BRA, 2014, 11, , 4028.44, 2146.85, 9.23, 16.66, 6.5, , , , -9801.54, 18333.37, , , -43517.79, 0.51, 2.5519, 724, , , 
Brazil, BRA, 2014, 12, 1508.59, 4059.86, 2186.47, 8.92, 16.58, 6.5, 964.09, 289.09, -0.23, -9415.44, 21040.69, 10.36, 0.58, -60335.22, 0.78, 2.6484, 724, , , 
Brazil, BRA, 2015, 1, , 4110.2, 2164.35, 9.33, 17.48, 6.8, , , , -12010.64, 16616.94, , , -473.08, 1.24, 2.6366, 788, , , 
Brazil, BRA, 2015, 2, , 4160.34, 2168.51, 8.78, 18.09, 7.4, , , , -7404.03, 14925.15, , , -60773.84, 1.22, 2.8181, 788, , , 
Brazil, BRA, 2015, 3, 1456.81, 4215.26, 2183.1, 9.81, 18.17, 7.9, 936.46, 277.54, -1.62, -5759.1, 19838.67, 7.16, -3.41, -73248.98, 1.32, 3.1482, 788, , , 
Brazil, BRA, 2015, 4, , 4245.19, 2178.08, 9.74, 18.57, 8, , , , -5603.92, 17764.39, , , 8747.94, 0.71, 3.044, 788, , , 
Brazil, BRA, 2015, 5, , 4276.6, 2193.64, 10.1, 18.82, 8.1, , , , -3462.99, 19466.95, , , -60056.68, 0.74, 3.056, 788, , , 
Brazil, BRA, 2015, 6, 1480.05, 4310.39, 2200.72, 10.41, 19.16, 8.3, 938.5, 267.18, -2.74, -3144.66, 22413.11, 5.64, -5.38, -36211.44, 0.79, 3.1147, 788, , , 
Brazil, BRA, 2015, 7, , 4337.11, 2210.37, 10.73, 19.7, 8.6, , , , -5888.74, 21444.16, , , -72659.42, 0.62, 3.2164, 788, , , 
Brazil, BRA, 2015, 8, , 4346.65, 2212.62, 10.5, 20.14, 8.7, , , , -2308.19, 17983.58, , , -57811.91, 0.22, 3.5089, 788, , , 
Brazil, BRA, 2015, 9, 1508.18, 4370.12, 2233.75, 10.36, 20.69, 8.9, 959.6, 270.28, -4.26, -2271.94, 18657.04, 5.21, -6.69, -81975, 0.54, 3.8891, 788, , , 
Brazil, BRA, 2015, 10, , 4405.95, 2252.12, 10.44, 21.15, 8.9, , , , -4280.14, 18537.49, , , -30217.98, 0.82, 3.8744, 788, , , 
Brazil, BRA, 2015, 11, , 4450.45, 2269.54, 10.54, 21.26, 9, , , , -3121.29, 16241.82, , , -42935.28, 1.01, 3.7881, 788, , , 
Brazil, BRA, 2015, 12, 1550.74, 4493.17, 2334.14, 10.03, 20.69, 9, 1000.62, 254.4, -5.52, 783.4, 19980.28, 3.79, -12, -125658.88, 0.96, 3.8837, 788, , , 
Brazil, BRA, 2016, 1, , 4550.23, 2300.67, 10.43, 22.45, 9.5, , , , -6077.98, 14170.95, , , -30727.28, 1.27, 4.0437, 880, , , 
Brazil, BRA, 2016, 2, , 4591.18, 2301.16, 10.08, 22.62, 10.2, , , , -1212.78, 15865.78, , , -56768.74, 0.9, 3.9702, 880, , , 
Brazil, BRA, 2016, 3, 1499.35, 4610.92, 2301.41, 10.69, 22.16, 10.9, 974.58, 239.8, -5.14, -1372.76, 18611.85, 4.07, -13.6, -11657.7, 0.43, 3.6829, 880, , , 
Brazil, BRA, 2016, 4, , 4639.05, 2298.82, 10.5, 21.97, 11.2, , , , -524.98, 18111.8, , , -14876.61, 0.61, 3.549, 880, , , 
Brazil, BRA, 2016, 5, , 4675.23, 2312.33, 11.09, 21.64, 11.2, , , , 1427.07, 20097.48, , , -60303.34, 0.78, 3.5405, 880, , , 
Brazil, BRA, 2016, 6, 1558.21, 4691.59, 2328.06, 11.2, 21.54, 11.3, 986.69, 247.11, -3.23, -2556.49, 19153.48, 5.13, -7.52, -32733.77, 0.35, 3.4317, 880, , , 
Brazil, BRA, 2016, 7, , 4715.99, 2335.39, 11.34, 22.06, 11.6, , , , -3819.82, 19097.77, , , -52387.11, 0.52, 3.2749, 880, , , 
Brazil, BRA, 2016, 8, , 4736.74, 2348.94, 11.16, 21.97, 11.8, , , , -868.79, 19994.05, , , -61709.1, 0.44, 3.2079, 880, , , 
Brazil, BRA, 2016, 9, 1576.78, 4740.53, 2351.62, 10.98, 21.29, 11.8, 1015.47, 246.7, -2.49, -1218.38, 18369.06, 5.82, -8.72, -65389.91, 0.08, 3.2548, 880, , , 
Brazil, BRA, 2016, 10, , 4752.86, 2356.48, 10.65, 21.6, 11.8, , , , -3083.74, 16264.54, , , 7824.12, 0.26, 3.1941, 880, , , 
Brazil, BRA, 2016, 11, , 4761.42, 2387.24, 10.64, 20.96, 11.9, , , , -297.29, 18925.77, , , -78220.74, 0.18, 3.3501, 880, , , 
Brazil, BRA, 2016, 12, 1632.87, 4775.7, 2446.07, 10.86, 20.09, 12, 1049.28, 239.67, -2.32, -4403.17, 19090.67, 4.86, -5.79, -103163.59, 0.3, 3.3568, 880, , , 
Brazil, BRA, 2017, 1, , 4793.85, 2390.71, 10.85, 21.13, 12.6, , , , -6066.96, 17924.32, , , 2810.42, 0.38, 3.1973, 937, , , 
Brazil, BRA, 2017, 2, , 4809.67, 2401.31, 9.13, 20.29, 13.2, , , , 341.76, 18046.47, , , -56205.85, 0.33, 3.106, 937, , , 
Brazil, BRA, 2017, 3, 1583.53, 4821.69, 2413, 9.8, 20, , 1008.73, 234.2, 0.14, 1367.07, 23533.33, 3.5, -2.33, -58749.48, 0.25, 3.1233, 937, , , 
Brazil, BRA, 2017, 4, , 4828.44, 2428.36, 9.01, 19.14, 13.6, , , , 479.48, 20216.49, , , -19959.76, 0.14, 3.1415, 937, , , 
Brazil, BRA, 2017, 5, , 4843.41, 2462.04, 9.89, 19.19, 13.3, , , , 3104.72, 22879.5, , , -71974.05, 0.31, 3.1999, 937, , 50.7, 
Brazil, BRA, 2017, 6, 1626.75, 4832.27, 2497.09, 9.23, 18.71, 13, 1024.65, 238.53, 0.58, 1085.46, 22359.87, 3.85, -3.47, -54107.35, -0.23, 3.2955, 937, , 49.8, 
Brazil, BRA, 2017, 7, , 4843.87, 2492.5, 9.29, 19.04, 12.8, , , , -2757.73, 21409.98, , , -45379.79, 0.24, 3.2031, 937, , , 
Brazil, BRA, 2017, 8, , 4853.07, 2513, 8.59, 18.8, 12.6, , , , 486.75, 22252.98, , , -50332.91, 0.19, 3.154, 937, , , 
Brazil, BRA, 2017, 9, 1639.58, 4860.83, 2529.39, 8.53, 17.56, 12.4, 1056.01, 252.2, 1.35, -50.4, 21261.94, 3.99, 2.23, -56882.19, 0.16, 3.1299, 937, , , 
Brazil, BRA, 2017, 10, , 4881.25, 2516.96, 8.62, 18.31, 12.2, , , , -842.28, 21670.14, , , -34339.4, 0.42, 3.1899, 937, , , 
Brazil, BRA, 2017, 11, , 4894.92, 2542.37, 7.92, 17.85, 12, , , , -2314.2, 19330.17, , , -34960.06, 0.28, 3.2634, , , , 
Brazil, BRA, 2017, 12, 1703.99, 4916.46, 2581.7, 8.06, 16.92, 11.8, 1104.49, 256.89, 2.17, -2068.64, 20835.87, 5.26, 7.19, -70592.66, 0.44, 3.2973, , , , 
Brazil, BRA, 2018, 1, , 4930.72, 2540.2, 8.33, 17.76, 12.2, , , , -6292.59, 20284.81, , , 14348.89, 0.29, 3.2079, , , , 
Brazil, BRA, 2018, 2, , 4946.5, 2555.76, 8.29, 17.86, 12.6, , , , -2042.76, 20148.92, , , -49487.53, 0.32, 3.251, , , , 
Brazil, BRA, 2018, 3, 1644.72, 4950.95, 2610.24, 8.17, 16.54, 13.1, 1059.19, 249.77, 1.22, -665.51, 23041.96, 5, 6.65, -63798.68, 0.09, 3.2788, , , , 
Brazil, BRA, 2018, 4, , 4961.84, 2606.49, 8.17, 15.94, 12.9, , , , -61.24, 22620.28, , , -32522.64, 0.22, 3.4074, , , , 
Brazil, BRA, 2018, 5, , 4981.69, 2639.06, 8.05, 15.79, 12.7, , , , 900.06, 21955.79, , , -58119.86, 0.4, 3.6308, , 49.7, 50.7, 49.5
Brazil, BRA, 2018, 6, 1687.05, 5044.46, 2687.68, 8.04, 15.58, 12.4, 1070.25, 258.21, 0.91, 159.61, 22707.92, 4.45, 8.25, -68246.04, 1.26, 3.7767, , 47, 49.8, 47
Brazil, BRA, 2018, 7, , 5061.11, 2687.71, 8, 15.86, 12.3, , , , -4038.8, 25391.7, , , -35636.03, 0.33, 3.8184, , 50.2, 50.5, 50.4
Brazil, BRA, 2018, 8, , 5056.56, 2722.69, 7.98, 15.86, 12.1, , , , -1192.57, 24526.67, , , -87510.61, -0.09, 3.9214, , 47.9, 51.1, 46.8
Brazil, BRA, 2018, 9, 1716.17, 5080.83, 2768.55, 7.71, 15.65, 11.9, 1105.84, 289.19, 1.27, 144.88, 21462.45, 4.72, 14.67, -44952.94, 0.48, 4.0984, , 47.3, 50.9, 46.4
Brazil, BRA, 2018, 10, , 5103.69, 2758.97, 7.78, 16.01, 11.7, , , , 188.37, 24829.96, , , -8241.44, 0.45, 3.7589, , 50.5, 51.1, 50.5
Brazil, BRA, 2018, 11, , 5092.97, 2767.46, 7.86, 15.8, 11.6, , , , -794.96, 23516.85, , , -56680, -0.21, 3.7773, , 51.6, 52.7, 51.3
Brazil, BRA, 2018, 12, 1779.65, 5100.61, 2851.3, 7.85, 14.68, 11.6, 1157.08, 283.39, 1.08, -814.87, 22570.44, 4.76, 10.32, -69421.35, 0.15, 3.8906, , 52.4, 52.6, 51.9
Brazil, BRA, 2019, 1, , 5116.93, 2786.04, 8.31, 16.15, 12, , , , -6538.4, 21611.93, , , 27848.24, 0.32, 3.7397, , 52.3, 52.7, 52
Brazil, BRA, 2019, 2, , 5138.93, 2784.46, 7.7, 15.82, 12.4, , , , -1134.8, 18973.38, , , -55623.56, 0.43, 3.7195, , 52.6, 53.4, 52.2
Brazil, BRA, 2019, 3, 1713.62, 5177.47, 2817.64, 7.79, 15.87, 12.7, 1111.39, 265.61, 0.46, -490, 21002.4, 4.93, 6.34, -68129.76, 0.75, 3.8455, , 53.1, 52.8, 52.7
Brazil, BRA, 2019, 4, , 5206.98, 2826.05, 7.81, 15.82, 12.5, , , , -61.99, 22203.02, , , -31017.12, 0.57, 3.8996, , 50.6, 51.5, 49.9
Brazil, BRA, 2019, 5, , , , , , , , , , , , , , , , 3.9982, , 48.4, 50.2, 47.8
Brazil, BRA, 2019, 6, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 7, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 8, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 9, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 10, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 11, , , , , , , , , , , , , , , , , , , , 
Brazil, BRA, 2019, 12, , , , , , , , , , , , , , , , , , , , 
China, CHN, 2000, 1, , 98.7, 11890.78, , , , , , , , , , , 29000, -0.2, , , , , 
China, CHN, 2000, 2, , 98.4, 11935.36, , , , , , , , , , , 1880, -0.3, , , , , 
China, CHN, 2000, 3, 2132.99, 98.7, 12039.96, , , , , , 9.5, 3652.23, 52538.4, , , 19600, 0.3, , , , , 
China, CHN, 2000, 4, , 98.9, 12191.48, , , , , , , , , , , 9890, 0.2, , , , , 
China, CHN, 2000, 5, , 99, 12190.27, , , , , , , , , , , -7400, 0.1, , , , , 
China, CHN, 2000, 6, 2404.34, 98.7, 12448.68, , , , , , 8.6, 2655.73, 62695.66, , , -12520, -0.3, , , , , 
China, CHN, 2000, 7, , 98.4, 12419.28, , , , , , , , , , , 14790, -0.3, , , , , 
China, CHN, 2000, 8, , 98.7, 12567.33, , , , , , , , , , , -24490, 0.3, , , , , 
China, CHN, 2000, 9, 2571.25, 98.6, 12835.26, , , , , , 8, 6646.44, 69937.38, , , -19710, -0.1, , , , , 
China, CHN, 2000, 10, , 98.5, 12743.25, , , , , , , , , , , 16540, -0.1, , , , , 
China, CHN, 2000, 11, , 98.2, 12888.74, , , , , , , , , , , -26970, -0.3, , , , , 
China, CHN, 2000, 12, 2919.43, 98.4, 13248.75, , , , , , 7.5, 7477.22, 67920.65, , , , 0.2, , , , , 
China, CHN, 2001, 1, , 98.3, 13568.6, , , , , , , , , , , 51340, -0.1, , , , , 
China, CHN, 2001, 2, , 98, 13439.05, , , , , , , , , , , 9160, -0.31, , , , , 
China, CHN, 2001, 3, 2408.64, 97.8, 13691.51, , , , , , 9.5, 5994.42, 60848.04, , , 24410, -0.2, , , , , 
China, CHN, 2001, 4, , 97.9, 13812.1, , , , , , , , , , , 37270, 0.1, , , , , 
China, CHN, 2001, 5, , 98.1, 13721.93, , , , , , , , , , , -8340, 0.2, , , , , 
China, CHN, 2001, 6, 2672.66, 97.7, 14188.56, , , , , , 8.6, -895.83, 66506.45, , , -31060, -0.41, , , , , 
China, CHN, 2001, 7, , 97.3, 14007.65, , , , , , , , , , , 9130, -0.41, , , , , 
China, CHN, 2001, 8, , 97.8, 14378.73, , , , , , , , , , , -21960, 0.51, , , , , 
China, CHN, 2001, 9, 2833.33, 97.6, 15182.26, , , , , , 8, 5004.68, 71525.77, , , -30660, -0.2, , , , , 
China, CHN, 2001, 10, , 97.6, 14615.76, , , , , , , , , , , 27890, 0, , , , , 
China, CHN, 2001, 11, , 96.9, 15408.83, , , , , , , , , , , -50820, -0.72, , , , , 
China, CHN, 2001, 12, 3171.68, 96.8, 15288.85, , , , , , 7.5, 7302, 73179.74, , , , -0.1, , , , , 
China, CHN, 2002, 1, , 96.6, 15785.35, , , , , , , , , , , 47070, -0.21, , , , , 
China, CHN, 2002, 2, , 96.1, 15918.3, , , , , , , , , , , -14860, -0.52, , , , , 
China, CHN, 2002, 3, 2629.5, 96.3, 16230.09, , , , , , 8.9, 8617.76, 66353.83, , , -2570, 0.21, , , , , 
China, CHN, 2002, 4, , 96.6, 16282.52, , , , , , , , , , , 29950, 0.31, 8.2747, , , , 
China, CHN, 2002, 5, , 97, 16426.84, , , , , , , , , , , 13100, 0.41, 8.2774, , , , 
China, CHN, 2002, 6, 2919.48, 96.9, 16786.94, , , , , , 8.8, 4937.77, 80261.52, , , -42470, -0.1, 8.2781, , , , 
China, CHN, 2002, 7, , 96.5, 16912.3, , , , , , , , , , , 3300, -0.41, 8.2781, , , , 
China, CHN, 2002, 8, , 96.8, 17152.42, , , , , , , , , , , -26540, 0.31, 8.2781, , , , 
China, CHN, 2002, 9, 3125.73, 96.7, 17525.49, , , , , , 9.6, 6696.96, 90557.62, , , -39760, -0.1, 8.2723, , , , 
China, CHN, 2002, 10, , 96.6, 17553.47, , , , , , , , , , , 30900, -0.1, 8.275, , , , 
China, CHN, 2002, 11, , 96.6, 17801.84, , , , , , , , , , , -40470, 0, 8.2781, , , , 
China, CHN, 2002, 12, 3497.03, 96.5, 18324.69, , , , , , 9.1, 15169.49, 95829.34, , , , -0.1, 8.2781, , , , 
China, CHN, 2003, 1, , 96.1, 18891.84, , , , , , , , , , , 69930, -0.41, 8.2781, , , , 
China, CHN, 2003, 2, , 95.8, 18844.44, , , , , , , , , , , 40200, -0.31, 8.2781, , , , 
China, CHN, 2003, 3, 2982.55, 96.1, 19283.24, , , , , , 11.1, 2608.35, 88911.41, , , 21150, 0.31, 8.2781, , , , 
China, CHN, 2003, 4, , 96.6, 19447.7, , , , , , , , , , , 33060, 0.52, 8.2781, , , , 
China, CHN, 2003, 5, , 96.7, 19781.2, , , , , , , , , , , 8100, 0.1, 8.278, , , , 
China, CHN, 2003, 6, 3253.73, 96.4, 20307.17, , , , , , 9.1, 8228.16, 104025.45, , , -43530, -0.31, 8.2781, , , , 
China, CHN, 2003, 7, , 96.2, 20438.11, , , , , , , , , , , 15180, -0.21, 8.2781, , , , 
China, CHN, 2003, 8, , 96.4, 20869.24, , , , , , , , , , , -27490, 0.21, 8.2781, , , , 
China, CHN, 2003, 9, 3529.19, 96.5, 21161.15, , , , , , 10, 8550.17, 118805.18, , , -29920, 0.1, 8.2781, , , , 
China, CHN, 2003, 10, , 96.5, 21250.54, , , , , , , , , , , 33470, 0, 8.2781, , , , 
China, CHN, 2003, 11, , 96, 21435.88, , , , , , , , , , , -35970, -0.52, 8.2781, , , , 
China, CHN, 2003, 12, 3976.74, 96.1, 21922.68, , , , , , 10, 23664.89, 136216.21, , , , 0.1, 8.278, , , , 
China, CHN, 2004, 1, , 95.8, 22510.19, , , , , , , , , , , 116600, -0.31, 8.278, , , , 
China, CHN, 2004, 2, , 95.8, 22705.07, , , , , , , , , , , 74350, 0, 8.2781, , , , 
China, CHN, 2004, 3, 3454.46, 96, 23165.46, , , , , , 10.6, 3346.74, 120154.17, , , 53270, 0.21, 8.2781, , , , 
China, CHN, 2004, 4, , 96, 23362.79, , , , , , , , , , , 75440, 0, 8.2782, , , , 
China, CHN, 2004, 5, , 96.2, 23484.24, , , , , , , , , , , 45340, 0.21, 8.2782, , , , 
China, CHN, 2004, 6, 3870.08, 96.4, 23842.75, , , , , , 11.6, 5812.16, 143851.21, , , -14600, 0.21, 8.2781, , , , 
China, CHN, 2004, 7, , 96, 23484.24, , , , , , , , , , , 56770, -0.41, 8.2781, , , , 
China, CHN, 2004, 8, , 96.2, 23972.92, , , , , , , , , , , -30950, 0.21, 8.2781, , , , 
China, CHN, 2004, 9, 4185.5, 96.6, 24375.7, , , , , , 9.8, 17266.51, 160417.44, , , -54740, 0.42, 8.2781, , , , 
China, CHN, 2004, 10, , 97.1, 24374, , , , , , , , , , , 33800, 0.52, 8.2781, , , , 
China, CHN, 2004, 11, , 96.9, 24713.56, , , , , , , , , , , -71600, -0.21, 8.2781, , , , 
China, CHN, 2004, 12, 4673.98, 96.4, 25320.77, , , , , , 8.8, 42515.56, 182934.11, , , , -0.52, 8.2781, , , , 
China, CHN, 2005, 1, , 96, 25546.33, , , , , , , , , , , 154940, -0.41, 8.2781, , , , 
China, CHN, 2005, 2, , 95.6, 25770.85, , , , , , , , , , , 68480, -0.42, 8.2781, , , , 
China, CHN, 2005, 3, 4045.33, 96, 25935.73, , , , , , 11.1, 23836.19, 159167.12, , , 33970, 0.42, 8.278, , , , 
China, CHN, 2005, 4, , 96.1, 26458.89, , , , , , , , , , , 89780, 0.1, 8.2781, , , , 
China, CHN, 2005, 5, , 96.3, 26699.27, , , , , , , , , , , 48410, 0.21, 8.2781, , , , 
China, CHN, 2005, 6, 4479.31, 95.8, 26924.05, , , , , , 11.1, 29422.19, 188913.78, , , 1430, -0.52, 8.2781, , , , 
China, CHN, 2005, 7, , 95.6, 27578.55, , , , , , , , , , , 72820, -0.21, 8.2219, , , , 
China, CHN, 2005, 8, , 95.8, 27696.63, , , , , , , , , , , -35670, 0.21, 8.1017, , , , 
China, CHN, 2005, 9, 4804.78, 96.1, 28128.82, , , , , , 10.8, 33494.07, 205736.19, , , -52380, 0.31, 8.0919, , , , 
China, CHN, 2005, 10, , 96.1, 28743.83, , , , , , , , , , , 76450, 0, 8.0893, , , , 
China, CHN, 2005, 11, , 95.7, 28759.16, , , , , , , , , , , -96700, -0.42, 8.0838, , , , 
China, CHN, 2005, 12, 5202.48, 95.7, 29235.04, , , , , , 12.4, 45626.04, 219521.92, , , , 0, 8.0778, , , , 
China, CHN, 2006, 1, , 95.9, 29875.55, , , , , , , , , , , 164310, 0.21, 8.0677, , , , 
China, CHN, 2006, 2, , 95.5, 30357.17, , , , , , , , , , , 97490, -0.42, 8.0539, , , , 
China, CHN, 2006, 3, 4707.89, 95.7, 30451.63, , , , , , 12.5, 33957.28, 200503.89, , , 39030, 0.21, 8.0366, , , , 
China, CHN, 2006, 4, , 96, 31049.07, , , , , , , , , , , 154200, 0.31, 8.0165, , , , 
China, CHN, 2006, 5, , 96.4, 31370.23, , , , , , , , , , , 89420, 0.42, 8.0191, , , , 
China, CHN, 2006, 6, 5267.33, 96.4, 31670.98, , , , , , 13.7, 47404.03, 237461.27, , , -3970, 0, 8.0076, , , , 
China, CHN, 2006, 7, , 96.1, 32275.64, , , , , , , , , , , 151900, -0.31, 7.9923, , , , 
China, CHN, 2006, 8, , 96.8, 32401.08, , , , , , , , , , , 9100, 0.73, 7.9752, , , , 
China, CHN, 2006, 9, 5606.47, 96.9, 32788.57, , , , , , 12.2, 60535.42, 267110.93, , , -54940, 0.1, 7.9352, , , , 
China, CHN, 2006, 10, , 96.7, 33186.54, , , , , , , , , , , 113000, -0.21, 7.9044, , , , 
China, CHN, 2006, 11, , 96.1, 33274.72, , , , , , , , , , , -112300, -0.62, 7.8653, , , , 
China, CHN, 2006, 12, 6362.16, 96.1, 33750.42, , , , , , 12.5, 89946.32, 286655.3, , , , 0, 7.8243, , , , 
China, CHN, 2007, 1, , 95.9, 34557.79, , , , , , , , , , , 332510, -0.21, 7.7926, , , , 
China, CHN, 2007, 2, , 95.4, 35149.88, , , , , , , , , , , 50180, -0.52, 7.7534, , , , 
China, CHN, 2007, 3, 5717.7, 95.7, 35865.93, , , , , , 13.8, 66624.45, 261034.88, , , 66790, 0.31, 7.7408, , , , 
China, CHN, 2007, 4, , 96, 36410.47, , , , , , , , , , , 261190, 0.31, 7.7269, , , , 
China, CHN, 2007, 5, , 96.4, 36732.65, , , , , , , , , , , 118530, 0.42, 7.6765, , , , 
China, CHN, 2007, 6, 6480.96, 96.2, 36971.82, , , , , , 15, 86550.57, 304043.18, , , -9430, -0.21, 7.6326, , , , 
China, CHN, 2007, 7, , 96, 37783.22, , , , , , , , , , , 197670, -0.21, 7.5758, , , , 
China, CHN, 2007, 8, , 96.6, 38388.49, , , , , , , , , , , 6870, 0.63, 7.5752, , , , 
China, CHN, 2007, 9, 6952.43, 96.7, 38720.5, , , , , , 14.3, 98478.63, 340692.64, , , -34180, 0.1, 7.523, , , , 
China, CHN, 2007, 10, , 96.9, 39309.89, , , , , , , , , , , 178680, 0.21, 7.5033, , , , 
China, CHN, 2007, 11, , 96.7, 39420.42, , , , , , , , , , , -59510, -0.21, 7.422, , , , 
China, CHN, 2007, 12, 7872.14, 97, 39975.79, , , , , , 13.9, 101529.03, 352286.1, , , , 0.31, 7.3683, , , , 
China, CHN, 2008, 1, , 96.8, 40340.13, , , , , , , , , , , 438250, -0.21, 7.2449, , , , 
China, CHN, 2008, 2, , 96.5, 41784.62, , , , , , , , , , , 147590, -0.31, 7.1689, , , , 
China, CHN, 2008, 3, 6941.04, 97, 42103.78, , , , , , 11.5, 82204.29, 321131.06, , , 60620, 0.52, 7.0786, , , , 
China, CHN, 2008, 4, , 97, 42305.45, , , , , , , , , , , 274650, 0, 7.0001, , , , 
China, CHN, 2008, 5, , 97.8, 42931.37, , , , , , , , , , , 224360, 0.82, 6.974, , , , 
China, CHN, 2008, 6, 7876.9, 98.4, 43622.16, , , , , , 10.9, 95472.88, 378394.37, , , 47160, 0.61, 6.899, , , , 
China, CHN, 2008, 7, , 98.7, 44314.1, , , , , , , , , , , 151210, 0.3, 6.8379, , , , 
China, CHN, 2008, 8, , 99, 44636.22, , , , , , , , , , , -18780, 0.3, 6.8542, , , , 
China, CHN, 2008, 9, 8254.19, 99, 44884.67, , , , , , 9.5, 109806.01, 424091.58, , , -73170, 0, 6.8379, , , , 
China, CHN, 2008, 10, , 98.9, 45289.87, , , , , , , , , , , 118580, -0.1, 6.837, , , , 
China, CHN, 2008, 11, , 97.8, 45313.33, , , , , , , , , , , -146160, -1.11, 6.8292, , , , 
China, CHN, 2008, 12, 8879.43, 97.4, 45864.47, , , , , , 7.1, 133085.33, 374251.78, , , , -0.41, 6.8538, , , , 
China, CHN, 2009, 1, , 96.8, 47516.66, , , , , , , , , , , 213810, -0.62, 6.8364, , , , 
China, CHN, 2009, 2, , 96.5, 49613.53, , , , , , , , , , , 29810, -0.31, 6.8374, , , , 
China, CHN, 2009, 3, 7405.31, 96.8, 50670.81, , , , , , 6.4, 67331.91, 260022.53, , , -60520, 0.31, 6.8372, , , , 
China, CHN, 2009, 4, , 96.9, 53062.67, , , , , , , , , , , 81910, 0.1, 6.8328, , , , 
China, CHN, 2009, 5, , 96.7, 54048.12, , , , , , , , , , , 196150, -0.21, 6.8274, , , , 
China, CHN, 2009, 6, 8398.13, 96.5, 54826.35, , , , , , 8.2, 39691.92, 286614.37, , , 46150, -0.21, 6.8352, , , , 
China, CHN, 2009, 7, , 96.1, 56891.62, , , , , , , , , , , 171020, -0.41, 6.8333, , , , 
China, CHN, 2009, 8, , 96.4, 57310.29, , , , , , , , , , , 50040, 0.31, 6.8343, , , , 
China, CHN, 2009, 9, 9001.41, 96.5, 57669.9, , , , , , 10.6, 45350.19, 341448.26, , , -96800, 0.1, 6.83, , , , 
China, CHN, 2009, 10, , 96, 58540.53, , , , , , , , , , , 216160, -0.52, 6.8282, , , , 
China, CHN, 2009, 11, , 95.7, 58664.33, , , , , , , , , , , -132060, -0.31, 6.8284, , , , 
China, CHN, 2009, 12, 10103.28, 95.6, 61022.45, , , , , , 11.9, 90882.54, 374579.01, , , , -0.1, 6.829, , , , 
China, CHN, 2010, 1, , 95.7, 62560.93, , , , , , , , , , , 519390, 0.1, 6.8282, , , , 
China, CHN, 2010, 2, , 95.7, 63607.23, , , , , , , , , , , 480, 0, 6.8306, , , , 
China, CHN, 2010, 3, 8761.67, 96, 64994.75, , , , , , 12.2, 24995.4, 333193.73, , , 9940, 0.31, 6.8275, , , , 
China, CHN, 2010, 4, , 96, 65656.12, , , , , , , , , , , 235010, 0, 6.8273, , , , 
China, CHN, 2010, 5, , 96, 66335.14, , , , , , , , , , , 213100, 0, 6.829, , , , 
China, CHN, 2010, 6, 9953.24, 95.7, 67392.17, , , , , , 10.8, 43764.17, 406358.15, , , -23980, -0.31, 6.8203, , , , 
China, CHN, 2010, 7, , 95.1, 67405.15, , , , , , , , , , , 197230, -0.63, 6.7783, , , , 
China, CHN, 2010, 8, , 95.3, 68750.69, , , , , , , , , , , -79430, 0.21, 6.7892, , , , 
China, CHN, 2010, 9, 10623.87, 95.5, 69647.15, , , , , , 9.9, 82631.71, 448432.97, , , -218180, 0.21, 6.744, , , , 
