Country,Code,Year,Month, Gross Domestic Product (GDP), Consumer Price Index (CPI), Money supply (broad money), Mortgage credit interest rate, Business credit interest rate, Unemployment rate , Household consumption, Investment, Economic growth quarterly , Current account balance, Exports, Consumption growth, Investment growth, Budget balance, Inflation monthly, Exchange rate to USD, Minimum wage, Purchasing Managers Index (PMI) composite, Purchasing Managers Index (PMI) manufacturing, Purchasing Managers Index (PMI) services
Brazil, BRA, 2000, 1, , 1598.41, 269.83, , , , , , , -955.72, 4122.85, , , , 0.62, 1.8425, 136, , , 
Brazil, BRA, 2000, 2, , 1600.49, 261.49, , , , , , , -1200.94, 4842.53, , , , 0.13, 1.7795, 136, , , 
Brazil, BRA, 2000, 3, 276.93, 1604.01, 261.43, , , , 176.03, 56.89, 3.26, -1940.4, 5095.58, 6.75, 28.94, , 0.22, 1.7773, 136, , , 
Brazil, BRA, 2000, 4, , 1610.75, 259.79, , , , , , , -3011.76, 4753.89, , , , 0.42, 1.782, 151, , , 
Brazil, BRA, 2000, 5, , 1610.91, 259.85, , , , , , , -1639.09, 5774.48, , , , 0.01, 1.8276, 151, , , 
Brazil, BRA, 2000, 6, 292.79, 1614.62, 260.1, , , , 190, 53.91, 4.19, -2465.48, 5612.86, 11.6, 14.33, , 0.23, 1.8097, 151, , , 
Brazil, BRA, 2000, 7, , 1640.62, 262.67, , , , , , , -1364.4, 5677.17, , , , 1.61, 1.7972, 151, , , 
Brazil, BRA, 2000, 8, , 1662.11, 264.1, , , , , , , -1500.18, 6276.79, , , , 1.31, 1.8083, 151, , , 
Brazil, BRA, 2000, 9, 308.9, 1665.93, 264.76, , , , 200.01, 53.88, 4.28, -1662.1, 5978.55, 11.86, 16.16, , 0.23, 1.8377, 151, , , 
Brazil, BRA, 2000, 10, , 1668.26, 265.69, , , , , , , -3509.49, 5329.9, , , , 0.14, 1.8756, 151, , , 
Brazil, BRA, 2000, 11, , 1673.6, 271.62, , , , , , , -2576.36, 5069.51, , , , 0.32, 1.9466, 151, , , 
Brazil, BRA, 2000, 12, 320.48, 1683.47, 283.78, , , , 208.49, 54.81, 4.58, -2967.6, 5546.5, 9.98, 15.56, , 0.59, 1.9631, 151, , , 
Brazil, BRA, 2001, 1, , 1693.07, 276.5, , , , , , , -2347.07, 5374.44, , , , 0.57, 1.9569, 151, , , 
Brazil, BRA, 2001, 2, , 1700.86, 279.76, , , , , , , -1784.16, 4793.38, , , , 0.46, 2.0094, 151, , , 
Brazil, BRA, 2001, 3, 312.47, 1707.32, 278.38, , , , 203.37, 61.69, 4.04, -2643.57, 6000.4, 15.53, 8.44, , 0.38, 2.0933, 151, , , 
Brazil, BRA, 2001, 4, , 1717.22, 279.6, , , , , , , -2413.53, 5449.71, , , , 0.58, 2.1953, 180, , , 
Brazil, BRA, 2001, 5, , 1724.26, 283.48, , , , , , , -2259.56, 5980.25, , , , 0.41, 2.2926, 180, , , 
Brazil, BRA, 2001, 6, 323.72, 1733.23, 289.06, , , , 210.28, 62.07, 2.89, -2163.42, 5827.98, 10.68, 15.13, , 0.52, 2.3828, 180, , , 
Brazil, BRA, 2001, 7, , 1756.28, 290.47, , , , , , , -2073.18, 5614.58, , , , 1.33, 2.4673, 180, , , 
Brazil, BRA, 2001, 8, , 1768.57, 295.62, , , , , , , -1183.09, 6440.47, , , , 0.7, 2.5096, 180, , , 
Brazil, BRA, 2001, 9, 332.52, 1773.52, 296.57, , , , 211.49, 60.43, 1.38, -945.21, 5330.98, 5.74, 12.15, , 0.28, 2.6706, 180, , , 
Brazil, BRA, 2001, 10, , 1788.24, 295.9, , , , , , , -2481.54, 5700.6, , , , 0.83, 2.7401, 180, , , 
Brazil, BRA, 2001, 11, , 1800.94, 301.95, , , , , , , -1581.58, 5179.61, , , , 0.71, 2.5425, 180, , , 
Brazil, BRA, 2001, 12, 347.04, 1812.65, 324.3, , , , 218.36, 58.15, -0.03, -1845.49, 5371.06, 4.73, 6.1, -15255.23, 0.65, 2.3618, 180, , , 
Brazil, BRA, 2002, 1, , 1822.08, 317.27, , , , , , , -1210.95, 4981.94, , , 342.88, 0.52, 2.3798, 180, , , 
Brazil, BRA, 2002, 2, , 1828.64, 318.15, , , , , , , -1112.26, 4301.69, , , -1605.7, 0.36, 2.4214, 180, , , 
Brazil, BRA, 2002, 3, 342.3, 1839.61, 327.13, , , , 215.91, 62.81, -0.04, -1041.96, 5119.07, 6.17, 1.81, -5284.38, 0.6, 2.3442, 180, , , 
Brazil, BRA, 2002, 4, , 1854.33, 325.81, , , , , , , -2008.82, 5298.63, , , -1536.84, 0.8, 2.3199, 200, , , 
Brazil, BRA, 2002, 5, , 1858.22, 328.17, , , , , , , -1942.21, 5107.85, , , -7653.56, 0.21, 2.4837, 200, , , 
Brazil, BRA, 2002, 6, 367.36, 1866.02, 345.21, , , , 225.8, 65.57, 1.39, -1328.68, 4780.07, 7.38, 5.64, -5686.89, 0.42, 2.7171, 200, , , 
Brazil, BRA, 2002, 7, , 1888.23, 356.79, , , , , , , -581.48, 7002.3, , , -15446.1, 1.19, 2.8834, 200, , , 
Brazil, BRA, 2002, 8, , 1900.5, 372.66, , , , , , , 274.88, 6501.33, , , 11252.03, 0.65, 3.1045, 200, , , 
Brazil, BRA, 2002, 9, 379.79, 1914.18, 379.26, , , , 233.66, 67.91, 3.24, 1196.93, 7182.53, 10.48, 12.39, -10080.72, 0.72, 3.1418, 200, , , 
Brazil, BRA, 2002, 10, , 1939.26, 385.84, , , , , , , -56.39, 7239.25, , , -1729.23, 1.31, 3.82, 200, , , 
Brazil, BRA, 2002, 11, , 1997.83, 389.21, , , , , , , -174.46, 5841.46, , , -13329.31, 3.02, 3.5896, 200, , , 
Brazil, BRA, 2002, 12, 399.33, 2039.78, 400.34, , , , 246.17, 70.6, 4.67, -111.41, 6136.02, 12.74, 21.4, -17636.32, 2.1, 3.6473, 200, , , 
Brazil, BRA, 2003, 1, , 2085.68, 391.24, , , , , , , 138.5, 5583.64, , , -5898.34, 2.25, 3.4488, 200, , , 
Brazil, BRA, 2003, 2, , 2118.43, 393.98, , , , , , , -228.58, 5887.08, , , -7059.83, 1.57, 3.593, 200, , , 
Brazil, BRA, 2003, 3, 397.24, 2144.49, 388.14, , , , 257.43, 70.26, 3.94, 153.13, 6094.76, 19.23, 11.87, -6835.31, 1.23, 3.4505, 200, , , 
Brazil, BRA, 2003, 4, , 2165.29, 385.47, , , , , , , -965.22, 6495.49, , , 2046.8, 0.97, 3.1101, 240, , , 
Brazil, BRA, 2003, 5, , 2178.5, 388.49, , , , , , , 858.23, 7132, , , -9599.12, 0.61, 2.9566, 240, , , 
Brazil, BRA, 2003, 6, 418.99, 2175.23, 386.34, , , , 260.28, 68.7, 1.7, 435.12, 6584.95, 15.27, 4.77, -9847.66, -0.15, 2.8797, 240, , , 
Brazil, BRA, 2003, 7, , 2179.58, 388.81, , , , , , , 720.58, 6932.43, , , -14078.63, 0.2, 2.8813, 240, , , 
Brazil, BRA, 2003, 8, , 2186.99, 390.97, , , , , , , 1193.86, 7181.88, , , -8539.41, 0.34, 3.0016, 240, , , 
Brazil, BRA, 2003, 9, 439.35, 2204.05, 392.15, , , , 267.44, 71.78, 0.7, 1283.9, 8055.05, 14.46, 5.7, -5925, 0.78, 2.9209, 240, , , 
Brazil, BRA, 2003, 10, , 2210.44, 390.1, , , , , , , 39.03, 8406.5, , , -2029.76, 0.29, 2.8564, 240, , , 
Brazil, BRA, 2003, 11, , 2217.96, 401.82, , , , , , , -176.21, 6869.87, , , -6538.76, 0.34, 2.9145, 240, , , 
Brazil, BRA, 2003, 12, 462.37, 2229.49, 416.25, , , , 277.31, 74.52, 0.61, 307.71, 7860.99, 12.65, 5.56, -26761.96, 0.52, 2.9234, 240, , , 
Brazil, BRA, 2004, 1, , 2246.43, 408.36, , , , , , , 649.94, 6915.98, , , -3654.8, 0.76, 2.8508, 240, , , 
Brazil, BRA, 2004, 2, , 2260.13, 411.58, , , , , , , 175.6, 6636.37, , , -1528.28, 0.61, 2.9302, 240, , , 
Brazil, BRA, 2004, 3, 444.78, 2270.75, 413.53, , , , 274.16, 76.8, 2.19, 736.53, 8916.13, 6.5, 9.3, -5756.65, 0.47, 2.9063, 240, , , 
Brazil, BRA, 2004, 4, , 2279.15, 415.1, , , , , , , -777.37, 7507.77, , , -735.64, 0.37, 2.9073, 240, , , 
Brazil, BRA, 2004, 5, , 2290.77, 429.71, , , , , , , 1436.96, 8870.26, , , -4304.72, 0.51, 3.0999, 260, , , 
Brazil, BRA, 2004, 6, 481.79, 2307.03, 437.87, , , , 284.83, 83.34, 5.11, 1993.87, 10263.52, 9.43, 21.31, -5001.39, 0.71, 3.1248, 260, , , 
Brazil, BRA, 2004, 7, , 2328.02, 443.32, , , , , , , 1771.43, 9919.2, , , -5964.02, 0.91, 3.0386, 260, , , 
Brazil, BRA, 2004, 8, , 2344.08, 451.8, , , , , , , 1718.55, 10000.28, , , -6712.63, 0.69, 3.0005, 260, , , 
Brazil, BRA, 2004, 9, 505.25, 2351.82, 458.68, , , , 301.88, 90.68, 6.44, 1723.13, 9828.3, 12.88, 26.33, -5721.28, 0.33, 2.8917, 260, , , 
Brazil, BRA, 2004, 10, , 2362.17, 464.62, , , , , , , 1008.17, 9969.58, , , -4578.08, 0.44, 2.852, 260, , , 
Brazil, BRA, 2004, 11, , 2378.47, 472.37, , , , , , , -243.64, 9213.95, , , -6728.3, 0.69, 2.7896, 260, , , 
Brazil, BRA, 2004, 12, 525.92, 2398.92, 495.04, , , , 317.82, 88.27, 6.38, 1153.59, 10488.13, 14.61, 18.45, -16272.67, 0.86, 2.7166, 260, , , 
Brazil, BRA, 2005, 1, , 2412.83, 490.24, , , , , , , 755.99, 8700.89, , , -673.37, 0.58, 2.6934, 260, , , 
Brazil, BRA, 2005, 2, , 2427.07, 493.61, , , , , , , 107.14, 9057.15, , , -6730.02, 0.59, 2.5991, 260, , , 
Brazil, BRA, 2005, 3, 499.71, 2441.87, 503.25, , , , 308.54, 85.39, 5.21, 1715.91, 10492.27, 12.54, 11.19, -4251.17, 0.61, 2.7088, 260, , , 
Brazil, BRA, 2005, 4, , 2463.11, 503.51, , , , , , , 689.23, 10286.33, , , 2880.16, 0.87, 2.5763, 260, , , 
Brazil, BRA, 2005, 5, , 2475.18, 505.89, , , , , , , 499.66, 10975.82, , , -8184.62, 0.49, 2.448, 300, , , 
Brazil, BRA, 2005, 6, 535.56, 2474.68, 513.64, , , , 321.75, 92.73, 4.33, 1245.71, 11340.57, 12.96, 11.27, -7335.55, -0.02, 2.4121, 300, , , 
Brazil, BRA, 2005, 7, , 2480.87, 518.95, , , , , , , 2505.9, 12274.69, , , -5675.53, 0.25, 2.3688, 300, , , 
Brazil, BRA, 2005, 8, , 2485.09, 527.38, , , , , , , 737.72, 12628.86, , , -5580.79, 0.17, 2.3608, 300, , , 
Brazil, BRA, 2005, 9, 552.86, 2493.79, 537.87, , , , 332.9, 96.63, 3.27, 2313.59, 11825.17, 10.27, 6.56, -9210.71, 0.35, 2.2934, 300, , , 
Brazil, BRA, 2005, 10, , 2512.49, 538.1, , , , , , , 815.02, 11239.15, , , -5604.61, 0.75, 2.2571, 300, , , 
Brazil, BRA, 2005, 11, , 2526.31, 548.1, , , , , , , 1659.52, 12048.54, , , -11161.9, 0.55, 2.2108, 300, , , 
Brazil, BRA, 2005, 12, 582.46, 2535.4, 580.7, , , , 350.1, 95.46, 2.13, 501.82, 12677.68, 10.16, 8.15, -17993.84, 0.36, 2.2852, 300, , , 
Brazil, BRA, 2006, 1, , 2550.36, 565.86, , , , , , , -360.79, 10871.07, , , -8757.47, 0.59, 2.2719, 300, , , 
Brazil, BRA, 2006, 2, , 2560.82, 573.62, , , , , , , 584.8, 10085.88, , , -7468.69, 0.41, 2.1595, 300, , , 
Brazil, BRA, 2006, 3, 554.27, 2571.83, 577.57, , , , 345, 96.72, 3.2, 1263.39, 13032.92, 11.82, 13.27, -6435.24, 0.43, 2.1517, 300, , , 
Brazil, BRA, 2006, 4, , 2577.23, 578.43, , , , , , , 83.33, 11141.92, , , 8338.42, 0.21, 2.1279, 355, , , 
Brazil, BRA, 2006, 5, , 2579.81, 592.7, , , , , , , 340.99, 11839.45, , , -7304.32, 0.1, 2.1709, 355, , , 
Brazil, BRA, 2006, 6, 581.98, 2574.39, 599.14, , , , 355.82, 100.73, 3.26, 561.52, 12730.75, 10.59, 8.63, -5828.47, -0.21, 2.2533, 355, , , 
Brazil, BRA, 2006, 7, , 2579.28, 603.66, , , , , , , 3006.79, 15125.5, , , -6874.61, 0.19, 2.1893, 355, , , 
Brazil, BRA, 2006, 8, , 2580.57, 605.99, , , , , , , 2130.65, 15292.47, , , -6477.12, 0.05, 2.1552, 355, , , 
Brazil, BRA, 2006, 9, 617.85, 2585.99, 610.46, , , , 368.73, 108.37, 3.4, 2196.41, 14049.42, 10.77, 12.14, -8948.92, 0.21, 2.1677, 355, , , 
Brazil, BRA, 2006, 10, , 2594.52, 620.24, , , , , , , 1494.47, 14206.33, , , -1920.29, 0.33, 2.1476, 355, , , 
Brazil, BRA, 2006, 11, , 2602.56, 634.75, , , , , , , 1344.61, 13634.12, , , -10658.1, 0.31, 2.1575, 355, , , 
Brazil, BRA, 2006, 12, 655.35, 2615.05, 657.43, , , , 386.66, 108.85, 4.64, 383.76, 14177.57, 10.44, 14.02, -20031.07, 0.48, 2.1492, 355, , , 
Brazil, BRA, 2007, 1, , 2626.56, 641.56, , , , , , , -430.85, 12980.47, , , 2072.96, 0.44, 2.1383, 355, , , 
Brazil, BRA, 2007, 2, , 2638.12, 642.58, , , , , , , 326.08, 11836.57, , , -5795.67, 0.44, 2.0966, 355, , , 
Brazil, BRA, 2007, 3, 631.42, 2647.88, 646.12, , , , 385, 109.27, 4.99, 185.5, 14732.05, 11.59, 12.97, -5575.24, 0.37, 2.0888, 355, , , 
Brazil, BRA, 2007, 4, , 2654.5, 652.64, , , , , , , 1744.2, 14157.53, , , 6196.23, 0.25, 2.0324, 380, , , 
Brazil, BRA, 2007, 5, , 2661.93, 659.91, , , , , , , -217.11, 15399.02, , , -6440.63, 0.28, 1.9815, 380, , , 
Brazil, BRA, 2007, 6, 670.65, 2669.38, 673.21, , , , 400.75, 119.17, 5.88, 399.88, 14591.01, 12.63, 18.3, -2369.23, 0.28, 1.9349, 380, , , 
Brazil, BRA, 2007, 7, , 2675.79, 679.34, , , , , , , -968.23, 16029.18, , , -5730.36, 0.24, 1.885, 380, , , 
Brazil, BRA, 2007, 8, , 2688.37, 695.37, , , , , , , 1233.23, 17108.52, , , -6639.36, 0.47, 1.962, 380, , , 
Brazil, BRA, 2007, 9, 691.85, 2693.21, 709.59, , , , 410.35, 129.92, 6.2, 481.51, 15952.03, 11.29, 19.89, -9924.51, 0.18, 1.904, 380, , , 
Brazil, BRA, 2007, 10, , 2701.29, 720.08, , , , , , , -216.48, 17936.4, , , 305.93, 0.3, 1.7986, 380, , , 
Brazil, BRA, 2007, 11, , 2711.55, 732.92, , , , , , , -1561.51, 16070.87, , , -5583.64, 0.38, 1.7682, 380, , , 
Brazil, BRA, 2007, 12, 726.34, 2731.62, 779.57, , , , 432.65, 131.18, 6.25, -568.18, 16611.06, 11.89, 20.51, -21219.44, 0.74, 1.7846, 380, , , 
Brazil, BRA, 2008, 1, , 2746.37, 755.19, , , , , , , -4714.24, 15916.97, , , 4131.26, 0.54, 1.7734, 380, , , 
Brazil, BRA, 2008, 2, , 2759.83, 758.57, , , , , , , -1983.11, 14833.5, , , -6683.08, 0.49, 1.7336, 380, , , 
Brazil, BRA, 2008, 3, 712.06, 2773.08, 780.09, , , , 433.75, 132.37, 6.4, -4401.7, 14977.22, 12.66, 21.14, 1822.69, 0.48, 1.7083, 415, , , 
Brazil, BRA, 2008, 4, , 2788.33, 815.39, , , , , , , -3108.62, 16329.34, , , 3148.74, 0.55, 1.687, 415, , , 
Brazil, BRA, 2008, 5, , 2810.36, 846.32, , , , , , , -984.16, 21356.42, , , -7453.52, 0.79, 1.659, 415, , , 
Brazil, BRA, 2008, 6, 769.53, 2831.16, 870.91, , , , 456.47, 147.73, 6.25, -2856.23, 20928.47, 13.9, 23.97, -7202.8, 0.74, 1.6192, 415, , , 
Brazil, BRA, 2008, 7, , 2846.16, 919.1, , , , , , , -3089.47, 23329.11, , , -9133.92, 0.53, 1.5916, 415, , , 
Brazil, BRA, 2008, 8, , 2854.13, 964.02, , , , , , , -1210.99, 22320.28, , , -3539.48, 0.28, 1.6114, 415, , , 
Brazil, BRA, 2008, 9, 812.6, 2861.55, 1003.16, , , , 480.47, 168.89, 6.66, -2796.36, 22513.79, 17.09, 29.99, -2596.15, 0.26, 1.7867, 415, , , 
Brazil, BRA, 2008, 10, , 2874.43, 1027.54, , , , , , , -1232.86, 21398.74, , , 12652.65, 0.45, 2.1319, 415, , , 
Brazil, BRA, 2008, 11, , 2884.78, 1048.36, , , , , , , -1109.65, 16724.57, , , -19698.41, 0.36, 2.2199, 415, , , 
Brazil, BRA, 2008, 12, 815.62, 2892.86, 1086.79, , , , 486.82, 153.86, 4, -3153.05, 16634.61, 12.52, 17.29, -37437.61, 0.28, 2.3914, 415, , , 
Brazil, BRA, 2009, 1, , 2906.74, 1068.18, , , , , , , -3450.34, 12324.59, , , -5877.9, 0.48, 2.3173, 415, , , 
Brazil, BRA, 2009, 2, , 2922.73, 1074.12, , , , , , , -647.13, 11543.19, , , -9991.5, 0.55, 2.3228, 465, , , 
Brazil, BRA, 2009, 3, 756.13, 2928.57, 1073.71, , , , 474.26, 134.94, -0.69, -1562.46, 13872.77, 9.34, 1.94, -6057.19, 0.2, 2.3167, 465, , , 
Brazil, BRA, 2009, 4, , 2942.63, 1077.76, , , , , , , 124.8, 14252.59, , , 1353.65, 0.48, 2.2042, 465, , , 
Brazil, BRA, 2009, 5, , 2956.46, 1091.16, , , , , , , -1886.24, 13771.42, , , -10897.46, 0.47, 2.0663, 465, , , 
Brazil, BRA, 2009, 6, 803.58, 2967.1, 1112.29, , , , 504.22, 147.36, -2.31, -605.63, 16462.74, 10.46, -0.25, -12539.8, 0.36, 1.9601, 465, , , 
Brazil, BRA, 2009, 7, , 2974.22, 1115.66, , , , , , , -2554.79, 16738.81, , , -13519.41, 0.24, 1.9303, 465, , , 
Brazil, BRA, 2009, 8, , 2978.68, 1121.79, , , , , , , -828.46, 15891.23, , , -8129.35, 0.15, 1.8467, 465, , , 
Brazil, BRA, 2009, 9, 852.84, 2985.83, 1139.97, , , , 534.4, 172.38, -1.67, -2442.11, 15996.64, 11.22, 2.07, -22498.65, 0.24, 1.8218, 465, , , 
Brazil, BRA, 2009, 10, , 2994.19, 1135.68, , , , , , , -3021.8, 16521.94, , , -1979.14, 0.28, 1.7392, 465, , , 
Brazil, BRA, 2009, 11, , 3006.47, 1150.56, , , , , , , -3447.28, 14848.14, , , -3549.15, 0.41, 1.7305, 465, , , 
Brazil, BRA, 2009, 12, 920.49, 3017.59, 1185.87, , , , 552.15, 181.99, 2, -5939.79, 17472, 13.42, 18.28, -13631.85, 0.37, 1.7529, 465, , , 
Brazil, BRA, 2010, 1, , 3040.22, 1164.96, , , , , , , -7794, 14150.12, , , 467.15, 0.75, 1.7814, 510, , , 
Brazil, BRA, 2010, 2, , 3063.93, 1168.27, , , , , , , -5586, 14248.1, , , -12938.93, 0.78, 1.8427, 510, , , 
Brazil, BRA, 2010, 3, 886.4, 3079.86, 1183.5, , , , 546.39, 177.98, 9.21, -8048, 18168.36, 15.21, 31.89, -19174.49, 0.52, 1.7855, 510, , , 
Brazil, BRA, 2010, 4, , 3097.42, 1179.4, , , , , , , -6151, 17319.92, , , 4514.51, 0.57, 1.7576, 510, , , 
Brazil, BRA, 2010, 5, , 3110.74, 1193.1, , , , , , , -4802, 19944.4, , , -18186.6, 0.43, 1.812, 510, , , 
Brazil, BRA, 2010, 6, 944.15, 3110.74, 1213.65, , , , 568.57, 193.39, 8.52, -6559, 19338.96, 12.76, 31.24, -14823.19, 0, 1.8091, 510, , , 
Brazil, BRA, 2010, 7, , 3111.05, 1224.43, , , , , , , -9131, 20123.7, , , -16023.94, 0.01, 1.7696, 510, , , 
Brazil, BRA, 2010, 8, , 3112.29, 1248.59, , , , , , , -5381, 21644.25, , , -11608.84, 0.04, 1.7591, 510, , , 
Brazil, BRA, 2010, 9, 997.93, 3126.29, 1280.55, , , , 596.73, 214.81, 6.91, -7319, 21084.32, 11.66, 24.62, 10756.89, 0.45, 1.7192, 510, , , 
Brazil, BRA, 2010, 10, , 3149.74, 1292.95, , , , , , , -6325, 20939.7, , , -7174.43, 0.75, 1.6849, 510, , , 
Brazil, BRA, 2010, 11, , 3175.88, 1324.9, , , , , , , -7794, 20240.78, , , -15323.06, 0.83, 1.7133, 510, , , 
Brazil, BRA, 2010, 12, 1057.37, 3195.89, 1387.91, , , , 628.48, 211.76, 5.69, -4123, 24793.05, 13.82, 16.36, -11195.96, 0.63, 1.6948, 510, , , 
Brazil, BRA, 2011, 1, , 3222.42, 1373.57, , , , , , , -9689, 18297.2, , , -1868.71, 0.83, 1.6752, 540, , , 
Brazil, BRA, 2011, 2, , 3248.2, 1393.17, , , , , , , -4614, 19483.78, , , -14469.37, 0.8, 1.6675, 540, , , 
Brazil, BRA, 2011, 3, 1016.53, 3273.86, 1421.9, 10.66, 19.26, , 623.58, 209.99, 5.2, -6137, 22147.75, 14.13, 17.98, -8373.17, 0.79, 1.6587, 545, , , 
Brazil, BRA, 2011, 4, , 3299.07, 1429.73, 10.01, 19.79, , , , , -5583, 22980.49, , , -2835.75, 0.77, 1.5825, 545, , , 
Brazil, BRA, 2011, 5, , 3314.58, 1455.03, 10.65, 19.78, , , , , -6050, 25920.61, , , -16774.65, 0.47, 1.6135, 545, , , 
Brazil, BRA, 2011, 6, 1086.71, 3319.55, 1483.85, 10.17, 19.57, , 648.65, 220.96, 4.7, -5589, 26705.41, 14.08, 14.26, -6937.51, 0.15, 1.5875, 545, , , 
Brazil, BRA, 2011, 7, , 3324.86, 1504.65, 10.86, 19.57, , , , , -8202, 25329.66, , , -6503.24, 0.16, 1.563, 545, , , 
Brazil, BRA, 2011, 8, , 3337.16, 1530.67, 10.78, 19.13, , , , , -5473, 29285.98, , , -17907.36, 0.37, 1.5989, 545, , , 
Brazil, BRA, 2011, 9, 1112.33, 3354.85, 1564.42, 10.26, 19.06, , 668.61, 237.14, 3.54, -5070, 26414.47, 12.05, 10.39, -10589.13, 0.53, 1.7324, 545, , , 
Brazil, BRA, 2011, 10, , 3369.28, 1571.74, 10.22, 18.84, , , , , -5424, 25095.77, , , -7168.86, 0.43, 1.7743, 545, , , 
Brazil, BRA, 2011, 11, , 3386.8, 1602.53, 10.01, 18.37, , , , , -7865, 24775.13, , , -13190.19, 0.52, 1.7892, 545, , , 
Brazil, BRA, 2011, 12, 1160.8, 3403.73, 1649.9, 10.01, 18.13, , 696.97, 233.84, 2.57, -6591, 26051.7, 10.9, 10.43, -20819.83, 0.5, 1.8407, 545, , , 
Brazil, BRA, 2012, 1, , 3422.79, 1624.31, 9.83, 19, , , , , -11680, 19340.55, , , 4534.48, 0.56, 1.7889, 622, , , 
Brazil, BRA, 2012, 2, , 3438.19, 1630.95, 9.26, 18.75, , , , , -4696, 21048.98, , , -8079.49, 0.45, 1.7172, 622, , , 
Brazil, BRA, 2012, 3, 1129.47, 3445.41, 1648.11, 9.15, 18.45, 7.9, 694.7, 233.27, 1.71, -6123, 24389.14, 11.4, 11.09, -10736.73, 0.21, 1.7914, 622, , , 
Brazil, BRA, 2012, 4, , 3467.46, 1643.62, 8.91, 18, 7.8, , , , -6194, 22884.95, , , -2863.35, 0.64, 1.8546, 622, , , 
Brazil, BRA, 2012, 5, , 3479.94, 1668.16, 8.58, 16.73, 7.6, , , , -6135, 26515.06, , , -19831.66, 0.36, 1.9845, 622, , , 
Brazil, BRA, 2012, 6, 1183.12, 3482.72, 1691.86, 8.02, 16.01, 7.5, 718.13, 244.24, 0.99, -7065, 22347.11, 10.71, 10.53, -17258.54, 0.08, 2.0515, 622, , , 
Brazil, BRA, 2012, 7, , 3497.7, 1701.38, 7.98, 15.66, 7.4, , , , -7931, 24102.92, , , -14299.94, 0.43, 2.0296, 622, , , 
Brazil, BRA, 2012, 8, , 3512.04, 1717.37, 7.89, 15.5, 7.3, , , , -4129, 25806.19, , , -19311.88, 0.41, 2.0283, 622, , , 
Brazil, BRA, 2012, 9, 1230.45, 3532.06, 1737.7, 8.09, 15.14, 7.1, 753.55, 259.6, 2.49, -4811, 22706.03, 12.7, 9.47, -13978.99, 0.57, 2.0281, 622, , , 
Brazil, BRA, 2012, 10, , 3552.9, 1742.73, 8, 14.65, 6.9, , , , -7035, 24935.51, , , -7759.16, 0.59, 2.0311, 622, , , 
Brazil, BRA, 2012, 11, , 3574.22, 1759.32, 7.91, 14.73, 6.8, , , , -9140, 23716.3, , , -23984.81, 0.6, 2.0669, 622, , , 
Brazil, BRA, 2012, 12, 1271.71, 3602.46, 1792.89, 7.84, 13.85, 6.9, 790.45, 260.35, 2.48, -8861, 23306.76, 13.41, 11.34, 2336, 0.79, 2.0785, 622, , , 
Brazil, BRA, 2013, 1, , 3633.44, 1750.65, 7.91, 14.5, 7.2, , , , -13088, 19520.34, , , 4381.63, 0.86, 2.0319, 678, , , 
Brazil, BRA, 2013, 2, , 3655.24, 1749.82, 7.66, 14.56, 7.7, , , , -5898, 18485.56, , , -25100.59, 0.6, 1.973, 678, , , 
Brazil, BRA, 2013, 3, 1241.62, 3672.42, 1784.05, 7.67, 14.57, 8, 777.71, 256.62, 2.72, -6433, 22410.39, 11.95, 10.01, -17755.1, 0.47, 1.9863, 678, , , 
Brazil, BRA, 2013, 4, , 3692.62, 1781.38, 7.82, 14.54, 7.8, , , , -6745, 24009.95, , , -9670.29, 0.55, 2.0022, 678, , , 
Brazil, BRA, 2013, 5, , 3706.28, 1808.99, 7.76, 14.28, 7.6, , , , -6325, 25002.34, , , -17124.61, 0.37, 2.0385, 678, , , 
Brazil, BRA, 2013, 6, 1322.59, 3715.92, 1847.73, 7.77, 14.64, 7.4, 805.98, 279.55, 4.02, -3537, 24091.7, 12.23, 14.46, -15875.27, 0.26, 2.1722, 678, , , 
Brazil, BRA, 2013, 7, , 3717.03, 1854.52, 7.93, 14.91, 7.3, , , , -11661, 23833.65, , , -23405.89, 0.03, 2.252, 678, , , 
Brazil, BRA, 2013, 8, , 3725.95, 1874.74, 8.04, 15.14, 7.1, , , , -5250, 24255.9, , , -25089.72, 0.24, 2.3454, 678, , , 
Brazil, BRA, 2013, 9, 1354.13, 3738.99, 1892.31, 8.31, 15.21, 6.9, 833.14, 291.36, 2.76, -4284, 23603.47, 10.56, 12.24, -23105.14, 0.35, 2.2662, 678, , , 
Brazil, BRA, 2013, 10, , 3760.3, 1903.73, 8.64, 15.33, 6.7, , , , -6875, 25995.26, , , -15872.46, 0.57, 2.1891, 678, , , 
Brazil, BRA, 2013, 11, , 3780.61, 1940.43, 8.75, 15.67, 6.5, , , , -5375, 23892.61, , , -2571.42, 0.54, 2.3006, 678, , , 
Brazil, BRA, 2013, 12, 1413.28, 3815.39, 1985.47, 8.77, 15.64, 6.2, 873.59, 287.41, 2.53, -4323, 24486.63, 10.52, 10.39, -14045.27, 0.92, 2.3475, 678, , , 
Brazil, BRA, 2014, 1, , 3836.37, 1971.13, 9.46, 16.47, 6.4, , , , -13345, 19627.67, , , -11062.54, 0.55, 2.3801, 724, , , 
Brazil, BRA, 2014, 2, , 3862.84, 1989.75, 8.68, 16.6, 6.8, , , , -8156, 19001.82, , , -11926.01, 0.69, 2.3818, 724, , , 
